Q1000070	b'Myron V. George'
Q3092370	b'F\xc3\xa9lix Auvray'
Q3092443	b'F\xc3\xa9lix Galipaux'
Q3092549	b'F\xc3\xa9lix Mayol'
Q3093748	b'Gabriel Garran'
Q3094369	b'Gail Kane'
Q309503	b'Masi Oka'
Q309555	b'Michael Cera'
Q309589	b'Peter Cushing'
Q309602	b'Sir Henry Rawlinson, 1st Baronet'
Q309637	b'Lucius Quinctius Cincinnatus'
Q309640	b'Beau Bridges'
Q3096499	b'Kenneth Harlan'
Q309728	b'Kieran Richardson'
Q309762	b'Luca Antonini'
Q309778	b'Mario Yepes'
Q309781	b'Ritchie De Laet'
Q309788	b'Don Johnson'
Q3097923	b'Hugh Downs'
Q309808	b'Nicol\xc3\xa1s Lodeiro'
Q309835	b'Timothy Olyphant'
Q309843	b'Ja Rule'
Q309854	b'Joseph de Maistre'
Q3098577	b'Rich Hall'
Q3098634	b'Gary Vinson'
Q3099019	b'Gaston Glass'
Q309903	b'Horace Walpole'
Q309926	b'Lemmy'
Q309932	b'Bruce Campbell'
Q309941	b'Ice-T'
Q3099714	b'Justin Trudeau'
Q309989	b'Tyrone Power'
Q310000	b'Ludv\xc3\xadk Svoboda'
Q310043	b'Emmanuel Frimpong'
Q310052	b'Joe Strummer'
Q310060	b'Crispin Glover'
Q310070	b'Maciej \xc5\xbburawski'
Q310073	b'Mark Henry'
Q310092	b'Simon de Montfort, 6th Earl of Leicester'
Q310100	b'Maxim Litvinov'
Q310121	b'William Parsons, 3rd Earl of Rosse'
Q3101393	b'George Anne Bellamy'
Q31013	b'Patti LaBelle'
Q3101495	b'George Cleveland'
Q310150	b'Stewart Granger'
Q3101559	b'George Fenneman'
Q310158	b'Palmiro Togliatti'
Q3101599	b'George Givot'
Q3101602	b'George Gobel'
Q3101618	b'George Grossmith Jr.'
Q310181	b'Martin Jol'
Q310192	b'George B. McClellan'
Q3101934	b'George Stevens Jr.'
Q310199	b'Tuncay \xc5\x9eanl\xc4\xb1'
Q310209	b'Caf\xc3\xa9 Filho'
Q310230	b'Prudente de Morais'
Q3102495	b'Georges Cochon'
Q310324	b'Timothy Hutton'
Q310336	b'Gudea'
Q310341	b'Antonio Negri'
Q310343	b'Dudley Moore'
Q3103631	b'Georges Wague'
Q310367	b'Jon Cryer'
Q310369	b'Freddy Adu'
Q310375	b'Kunal Nayyar'
Q3103797	b'Georgine Darcy'
Q310389	b'Robert Englund'
Q310394	b'Alan Alda'
Q310462	b'Saig\xc5\x8d Takamori'
Q310471	b'Toni Sailer'
Q31047	b'Jos\xc3\xa9 Eduardo de C\xc3\xa1rdenas'
Q3104805	b'Ghazi Albuliwi'
Q310493	b'Robert Wagner'
Q310515	b'Bernard Hill'
Q310524	b'Ben Browder'
Q3105414	b'Gideon Emery'
Q310586	b'Jesse Jackson'
Q310588	b'Dennis Kucinich'
Q310592	b'Mohammad-Ali Rajai'
Q310605	b'Ryo Miyaichi'
Q310607	b'Atsuto Uchida'
Q310612	b'Shinji Okazaki'
Q310618	b'Glenn Beck'
Q310623	b'Brendan Rodgers'
Q310625	b'Marc Bartra'
Q310637	b'Alexander Skarsg\xc3\xa5rd'
Q310668	b'Cheick Tiot\xc3\xa9'
Q3106701	b'Gina Palerme'
Q310705	b'Brede Hangeland'
Q310710	b'Paulo da Silva'
Q310739	b'Hephaestion'
Q310767	b'Lazare Carnot'
Q3108047	b'John Brumby'
Q310819	b'Johnny Carson'
Q310829	b'John Marshall'
Q310835	b'William A. Wheeler'
Q310839	b'Adlai Stevenson I'
Q310841	b'Garret Hobart'
Q310843	b'Thomas A. Hendricks'
Q310847	b'John Jay'
Q310852	b'Schuyler Colfax'
Q310855	b'Houari Boum\xc3\xa9di\xc3\xa8ne'
Q310867	b'Sanjay Dutt'
Q310873	b'Yuri Nikulin'
Q3108980	b'Ron Washington'
Q3109021	b'Ivan Jakov\xc4\x8di\xc4\x87'
Q310926	b'Chevy Chase'
Q310928	b'Steve Cherundolo'
Q310937	b'Peter Dinklage'
Q310942	b'Nika Gilauri'
Q310971	b'Cha Du-ri'
Q310992	b'Rama I'
Q311007	b'Steve McClaren'
Q311025	b'Henry Paulson'
Q311029	b'Alf Ramsey'
Q311043	b'Urby Emanuelson'
Q311054	b'Danko Lazovi\xc4\x87'
Q31105595	b'Kathryn A. Oberly'
Q311070	b'Davy Crockett'
Q31112	b'Bill Frist'
Q311141	b'John Ashcroft'
Q3111422	b'Gosia Dobrowolska'
Q311161	b'Jesse Ventura'
Q311165	b'Alexander Siddig'
Q3111811	b'Joaqu\xc3\xadn Pardav\xc3\xa9'
Q311181	b'Miyavi'
Q311195	b'Jerry West'
Q311197	b'Earl Warren'
Q311207	b'Georgios Papandreou'
Q311211	b'Timothy Geithner'
Q311225	b'Washington Lu\xc3\xads'
Q311238	b'Sean Lennon'
Q311267	b'Bobby Darin'
Q311269	b'John R. Bolton'
Q311276	b'Paul Broca'
Q311278	b'Jack Straw'
Q311319	b'Frank Oz'
Q311323	b'Rafael Caldera'
Q311329	b'Peter Odemwingie'
Q311334	b'Youn\xc3\xa8s Kaboul'
Q3113350	b'Teuvo Tulio'
Q311353	b'Charlie Adam'
Q311370	b'Nathan Delfouneso'
Q311425	b'Guadalupe Victoria'
Q311436	b'Juan Manuel de Rosas'
Q311440	b'Ant\xc3\xb3nio Guterres'
Q311447	b'Francisco de Miranda'
Q3114510	b"Jean-Jacques Blaise d'Abbadie"
Q311453	b'Brent Spiner'
Q311469	b'Mariana of Austria'
Q311488	b'Khorloogiin Choibalsan'
Q311517	b'Kevin Zegers'
Q3115415	b'Grant Withers'
Q311548	b'Arthur Phillip'
Q311596	b'Fatos Nano'
Q3116093	b'Irving Bacon'
Q311648	b'Dan Wheldon'
Q311672	b'Roger Daltrey'
Q311678	b'Jason Dolley'
Q311684	b'Michael Ignatieff'
Q311697	b'Pim Fortuyn'
Q311719	b'Adlai Stevenson II'
Q311723	b'Donnie Yen'
Q311728	b'Chiyonofuji Mitsugu'
Q311750	b'Penn Badgley'
Q311779	b'Josh Peck'
Q311782	b'Bill Richardson'
Q311793	b'Aga Khan IV'
Q311804	b'Ben Foster'
Q311835	b'Pittacus of Mytilene'
Q311839	b'Fuad I of Egypt'
Q311861	b'Charles III of Naples'
Q311872	b'Philippe Coutinho'
Q311879	b'Herodes Atticus'
Q311885	b'Patrick Henry'
Q311903	b'Ivica Kosteli\xc4\x87'
Q311910	b'Marcus Berg'
Q3119266	b'Nanako Takushi'
Q3119366	b'Matilda Joslyn Gage'
Q311947	b'Daniel Pacheco'
Q311956	b'Paolo Cannavaro'
Q311993	b'Joel McHale'
Q312015	b'Alexis Tsipras'
Q312034	b'Maurice Couve de Murville'
Q312040	b'Francisco Largo Caballero'
Q312046	b'Alexandros Papagos'
Q312067	b'Danny Gabbidon'
Q312073	b'Warner Baxter'
Q312077	b'Lance Henriksen'
Q312084	b'Melvyn Douglas'
Q312098	b'Jos\xc3\xa9 Ferrer'
Q312152	b'Ben Amos'
Q312157	b'Raheem Sterling'
Q312161	b'Adam Baldwin'
Q312183	b'Mamadou Sakho'
Q312215	b'William V, Prince of Orange'
Q312252	b'Andy Griffith'
Q312262	b'Jean-Claude Pascal'
Q312295	b'Giovanni Gentile'
Q312317	b'Maxi L\xc3\xb3pez'
Q3123282	b'Sara Garc\xc3\xada'
Q312377	b'Georgios Tzavellas'
Q312380	b'Christopher Eccleston'
Q312381	b'Henry Stuart, Lord Darnley'
Q312489	b'Alain Robert'
Q312502	b'Fiorello H. La Guardia'
Q312503	b'John Lubbock, 1st Baron Avebury'
Q312505	b'H\xc3\xa9ctor Baldassi'
Q312510	b'Mark Bresciano'
Q312521	b'Jake T. Austin'
Q312534	b'Konstantinos Mitroglou'
Q3125407	b'Minako Inoue'
Q312555	b'Bal Gangadhar Tilak'
Q312564	b'Douglas Haig, 1st Earl Haig'
Q312567	b'William Lamb, 2nd Viscount Melbourne'
Q312569	b'Robert Jenkinson, 2nd Earl of Liverpool'
Q312570	b'LeVar Burton'
Q312583	b'Augustus FitzRoy, 3rd Duke of Grafton'
Q312591	b'F. J. Robinson, 1st Viscount Goderich'
Q3125932	b'Hale Hamilton'
Q312622	b'Anastasio Somoza Garc\xc3\xada'
Q312634	b'Aripert I'
Q312643	b'Bob Cousy'
Q312644	b'Eric Holder'
Q312656	b'Lon Chaney'
Q312683	b'Charles Felix of Sardinia'
Q312719	b'Kabir Bedi'
Q312721	b'Red Cloud'
Q312722	b'Harold Holt'
Q312724	b'Robert Zoellick'
Q312757	b'Juan Negr\xc3\xadn'
Q312763	b'Muhammad XII of Granada'
Q312777	b'Francis Obikwelu'
Q3127783	b'Harry Arthur Saintsbury'
Q3127788	b'Harry Beresford'
Q3127826	b'Harry Enfield'
Q3127854	b'Harry Lauder'
Q312845	b'Daniel Inouye'
Q312849	b'Mongkut'
Q312874	b'Hermes da Fonseca'
Q312894	b'Juhan Parts'
Q312913	b'Suintila'
Q312915	b'Eug\xc3\xa8ne Edine Pottier'
Q312928	b'St\xc3\xa9phane Mbia'
Q312935	b'Martin Olsson'
Q3129612	b'Helen Gibson'
Q3129643	b'Helen Ware'
Q3129644	b'Helen Walker'
Q312983	b'Kenwyne Jones'
Q312984	b'Mario Del Monaco'
Q312999	b'Mauro Tassotti'
Q313000	b'Mauricio Pochettino'
Q313009	b'Chris Isaak'
Q313023	b'David McCallum'
Q313027	b'Jean Anthelme Brillat-Savarin'
Q313035	b'DaMarcus Beasley'
Q313040	b'James Whitmore'
Q313043	b'Richard Jenkins'
Q313046	b'Eddie Albert'
Q313066	b'Gnaeus Domitius Corbulo'
Q313083	b'Ki Sung-yueng'
Q313090	b'Paul Konchesky'
Q313122	b'Venustiano Carranza'
Q313140	b'Quincy Owusu-Abeyie'
Q313143	b'Juan Arango'
Q313169	b'Leopold II, Grand Duke of Tuscany'
Q3131729	b'Henri Pachard'
Q313180	b'Ruud Krol'
Q313192	b'Gesalec'
Q313198	b'Red Buttons'
Q313209	b'Carlos Queiroz'
Q313239	b'Alpha Oumar Konar\xc3\xa9'
Q313240	b'Modibo Ke\xc3\xafta'
Q3132470	b'Janet Jones'
Q313250	b'Joe Allen'
Q313252	b'Charles Evans Hughes'
Q313256	b'Bob Fosse'
Q3132629	b'Henry Bibb'
Q313277	b'C\xc3\xa9sar Luis Menotti'
Q313279	b'Jackie Coogan'
Q313281	b'Michel Legrand'
Q313283	b'Jamie Campbell Bower'
Q313286	b'Demetrius of Phalerum'
Q3132887	b'Henry Krauss'
Q313297	b'Jim Yong Kim'
Q313299	b'Gopal Krishna Gokhale'
Q313302	b'Henry Wilson'
Q3133049	b'Henry Roman Nose'
Q313307	b'Jean Beausejour'
Q313316	b'Romelu Lukaku'
Q313363	b'Bernard Germain de Lac\xc3\xa9p\xc3\xa8de'
Q313364	b'K\xc3\xb6bi Kuhn'
Q313388	b'Jonah Hill'
Q313411	b'George P. Shultz'
Q313424	b'Ian Smith'
Q313433	b'H\xc3\xa9ctor Elizondo'
Q313457	b'Enzo Bearzot'
Q313463	b'Steven R. McQueen'
Q313470	b'Donnie Wahlberg'
Q313485	b'Brandon Roy'
Q313525	b'Lionel Hampton'
Q313539	b'Beji Caid Essebsi'
Q313548	b'Absalon'
Q313557	b'Gyula Andr\xc3\xa1ssy'
Q313565	b'Jeff Gordon'
Q313572	b'Abel Gance'
Q313579	b'Shawn Ashmore'
Q313581	b'Nicolae Iorga'
Q313583	b'J. E. B. Stuart'
Q313598	b'Chiang Ching-kuo'
Q313604	b'Andr\xc3\xa9s Bonifacio'
Q313618	b'Otto Wille Kuusinen'
Q313650	b'Billy Crudup'
Q313655	b'Kevin Sorbo'
Q313657	b'Colin Morgan'
Q313677	b'Fabrice Muamba'
Q313686	b'Jack Dempsey'
Q313691	b'Louis Riel'
Q313697	b'Ross Perot'
Q313722	b'Traianos Dellas'
Q313737	b'Drusus Julius Caesar'
Q313780	b'Mehdi Mahdavikia'
Q313785	b'Niceto Alcal\xc3\xa1-Zamora'
Q313788	b'Dean Cain'
Q313805	b'Alfred Deakin'
Q313809	b'Wilfried Martens'
Q313816	b'Ayad Allawi'
Q313817	b'George Villiers, 1st Duke of Buckingham'
Q313826	b'Joaquim Rodr\xc3\xadguez'
Q313833	b'Stefan Stambolov'
Q3138557	b'Nabeel Rajab'
Q313918	b'Anthony Anderson'
Q3139319	b'Holger L\xc3\xb6wenadler'
Q313956	b'Anil Kapoor'
Q313959	b'Dani Pedrosa'
Q313961	b'Patrick van Aanholt'
Q313976	b'P. G. T. Beauregard'
Q314016	b'Andrew Fisher'
Q314022	b'\xc3\x93scar Carmona'
Q314028	b'Kevin Gameiro'
Q314043	b'Artem Mikoyan'
Q314099	b'J\xc3\xb4'
Q314105	b'Damdin S\xc3\xbckhbaatar'
Q314133	b'Anton Yelchin'
Q314135	b'Pierre Augereau'
Q314151	b'Petr Shelokhonov'
Q3141549	b'Howard Freeman'
Q314185	b'George Mikan'
Q314196	b'Karl Nesselrode'
Q314200	b'Mark Dacascos'
Q314235	b'Chris Kirkland'
Q3142466	b'Lucien Bodard'
Q314254	b'Shoya Tomizawa'
Q314269	b'Lawrence Ferlinghetti'
Q314281	b'Vanderlei Luxemburgo'
Q314295	b'Milan Babi\xc4\x87'
Q314368	b'Diomansy Kamara'
Q314376	b'Cristian Rodr\xc3\xadguez'
Q314384	b'Huey Long'
Q314440	b'Paulo Sousa'
Q314457	b'Magnus IV of Sweden'
Q314459	b'Harry Reid'
Q3144717	b'H\xc3\xa9l\xc3\xa8ne Brion'
Q314590	b'Bal\xc3\xa1zs Dzsudzs\xc3\xa1k'
Q314621	b'Derek Fisher'
Q314625	b'Jon Flanagan'
Q314627	b'Jonjo Shelvey'
Q314638	b'Drew Seeley'
Q314659	b'Rupert Friend'
Q314675	b'Leslie Groves'
Q314696	b'Nilo Pe\xc3\xa7anha'
Q314773	b'Lord Randolph Churchill'
Q314784	b'Ghazi of Iraq'
Q314805	b'Elliott Gould'
Q314826	b'Henry L. Stimson'
Q314834	b'Robert Vaughn'
Q314865	b'Darius Vassell'
Q314877	b'Patrick Stump'
Q314917	b"Daniel O'Connell"
Q314957	b'Maurice Barr\xc3\xa8s'
Q315008	b'Javad Nekounam'
Q315029	b'Fran\xc3\xa7ois de Menthon'
Q315066	b'Plutarco El\xc3\xadas Calles'
Q315087	b'Garry Marshall'
Q315099	b'Peter Sarsgaard'
Q315151	b'Tobias Pfl\xc3\xbcger'
Q315202	b'Roscoe Arbuckle'
Q315208	b'Noah Wyle'
Q315214	b'Tariq Aziz'
Q315217	b'John Forsythe'
Q315243	b'Pierre Richard'
Q315271	b'Jason Momoa'
Q315291	b'Julien Faubert'
Q315325	b'Russ Meyer'
Q315333	b'Luis Monti'
Q315340	b'Matt Bomer'
Q315357	b'Marsilius of Padua'
Q3154160	b'Julia Vysotskaya'
Q315434	b'Paul Painlev\xc3\xa9'
Q315441	b'Ralph Bakshi'
Q315475	b'Lin Biao'
Q31549	b'Sean Paul Lockhart'
Q3155004	b'Isabelle Patissier'
Q315507	b'Manuel Belgrano'
Q315528	b'Lee Teng-hui'
Q315531	b'Jan Masaryk'
Q315534	b'Bachir Gemayel'
Q315540	b'Archibald Wavell, 1st Earl Wavell'
Q315553	b'Hara Takashi'
Q315563	b'Kat\xc5\x8d Takaaki'
Q315565	b'Kiichi Miyazawa'
Q315572	b'Nobusuke Kishi'
Q315576	b'Manfred Bruns'
Q315594	b'Fumimaro Konoe'
Q315610	b'Giovanni Agnelli'
Q3156144	b'Ivan Magrin-Chagnolleau'
Q315637	b'Gustavo D\xc3\xadaz Ordaz'
Q3156516	b'Iz\xc3\xafa'
Q315662	b'Bruce Golding'
Q3156798	b'J. Edward Bromberg'
Q315697	b'Julian Draxler'
Q3157136	b'Jack Burns'
Q315720	b'Tsutomu Hata'
Q3157216	b'Jack Hoxie'
Q315740	b'Michael Frater'
Q315747	b'Georges Ernest Boulanger'
Q315748	b'Jacob Morenga'
Q315800	b'Jos\xc3\xa9 P\xc3\xa9kerman'
Q315855	b'Robert Sheehan'
Q3158660	b'Jacques Decour'
Q315881	b'Hassan-i Sabbah'
Q315888	b'Talaat Pasha'
Q315927	b'Masoud Barzani'
Q315944	b'Philibert Tsiranana'
Q315979	b'Malcolm Fraser'
Q315989	b'Thomas Babington Macaulay'
Q315999	b'Joseph Chamberlain'
Q316110	b'Manuel Godoy'
Q316123	b'Silius Italicus'
Q3161328	b'James Parrott'
Q3161437	b'James T. Kelley'
Q3161726	b'Jan Murray'
Q3161865	b'Jane Gail'
Q3161885	b'Jane Novak'
Q316210	b'Sebasti\xc3\xa1n Lerdo de Tejada'
Q316252	b'\xc5\xa0ar\xc5\xabnas Jasikevi\xc4\x8dius'
Q316267	b'Apisai Ielemia'
Q3162957	b'Jason Katims'
Q316310	b'Alberto Granado'
Q316323	b'Dixie Dean'
Q316384	b'U Nu'
Q316408	b'Abu Nidal'
Q316443	b'Mehmet Akif Ersoy'
Q316446	b'Sam Rockwell'
Q3164536	b'Jean Baptiste Richardville'
Q316479	b'Djamel Mesbah'
Q3164971	b'Jean-Claude Fourneau'
Q31649	b'Abdur Rahman Khan'
Q316501	b'Teemu Tainio'
Q316512	b'Lu\xc3\xads Boa Morte'
Q3165156	b'Jean-Claude Paye'
Q316553	b'Ramush Haradinaj'
Q316571	b'Barth\xc3\xa9lemy Charles Joseph Dumortier'
Q316596	b'Justin Theroux'
Q316603	b'Bruno Heck'
Q316619	b'David Carney'
Q316622	b'Stephen Moyer'
Q31664	b'Reto Ziegler'
Q316661	b'Daniel Boone'
Q316669	b'Walter Rothschild, 2nd Baron Rothschild'
Q316670	b'Robert Clary'
Q316698	b'Glenn Whelan'
Q316701	b'Alex McLeish'
Q316706	b'Sugar Ray Robinson'
Q316709	b'Steve Coogan'
Q316712	b'Patrick Duffy'
Q316717	b'Steve Staunton'
Q316719	b'Rory Delap'
Q3167212	b'Jean-Luc Montminy'
Q316722	b'Bogumil Dawison'
Q316724	b'S\xc3\xa9amus Coleman'
Q3167337	b'Jean-Marc Boivin'
Q316733	b'Paulo Bento'
Q316828	b'Birger Jarl'
Q316857	b'Jerry Stiller'
Q316859	b'Ferdinand IV of Castile'
Q316881	b'Charibert II'
Q316892	b'Sigebert III'
Q316917	b'Kevin Mirallas'
Q316942	b'Antoine Gizenga'
Q316995	b'Lomana LuaLua'
Q317011	b'Djemal Pasha'
Q317033	b'Dimitri Tiomkin'
Q3170740	b'Jean-Fran\xc3\xa7ois Berthelier'
Q317086	b'Pim Verbeek'
Q317089	b'Aeschines'
Q317110	b'Gian Maria Volont\xc3\xa8'
Q317142	b'Leonardo Sciascia'
Q317152	b'Paul Lafargue'
Q317194	b'Nathan Kress'
Q317223	b'Fernando Cavenaghi'
Q317237	b'Harpo Marx'
Q317258	b'Neil Kinnock'
Q317279	b'Owain Glynd\xc5\xb5r'
Q3172918	b'Paloma Bernardi'
Q317320	b'Abdul Karim (the Munshi)'
Q317343	b'Chiwetel Ejiofor'
Q317347	b'Abdul Majeed Waris'
Q317359	b'Count Camillo Marcolini'
Q317381	b'Abdul Rahman of Negeri Sembilan'
Q3174172	b'Jean P\xc3\xa9rier'
Q317436	b'Charles Stewart Parnell'
Q3174707	b'Jean Suret-Canale'
Q317473	b'Khan Abdul Wali Khan'
Q317499	b'Prince George of Denmark'
Q317512	b'Fernando Savater'
Q3175180	b"Jean de Suarez d'Aulan"
Q317556	b'Abdullah Abdullah'
Q317618	b'Sam Brownback'
Q317638	b'Jimmy Hoffa'
Q3176724	b'Jeffrey Reiner'
Q317675	b'Takeo Miki'
Q317704	b'Tch\xc3\xa9ky Karyo'
Q317740	b'Jesse Metcalfe'
Q3177456	b'Francisco Javier Arana'
Q31777	b'Matthieu Chalm\xc3\xa9'
Q317807	b'Denis Irwin'
Q317817	b'Lloyd Bridges'
Q317842	b'Jack Layton'
Q317845	b'Adolf Werner'
Q3178471	b'Jewel Carmen'
Q3178500	b'\xc3\x81lex Angulo'
Q317876	b'Llu\xc3\xads Dom\xc3\xa8nech i Montaner'
Q317887	b'George Herbert'
Q3179364	b'JoJo Savard'
Q3179371	b'Jo Anne Worley'
Q317953	b'Lawrence Summers'
Q317957	b'Charles de Freycinet'
Q3179611	b"Joan O'Brien"
Q317990	b'Juan Vicente G\xc3\xb3mez'
Q317999	b'Abd\xc3\xb3n Porte'
Q318017	b'Robert Dudley, 1st Earl of Leicester'
Q3180309	b'Joey D. Vieira'
Q318038	b'Paul de Ladmirault'
Q3180677	b'Susumu Fujita'
Q3180992	b'John Bannon'
Q318105	b'Corneliu Zelea Codreanu'
Q318108	b'Perez Hilton'
Q3181151	b'John Byner'
Q318122	b'Henri Giraud'
Q3181316	b'John D. Voelker'
Q318158	b'Goran Vi\xc5\xa1nji\xc4\x87'
Q3181904	b'Milind Soman'
Q3181911	b'John Lawrence Toole'
Q318200	b'Abe Saperstein'
Q3182047	b'Anatoly Sagalevich'
Q318209	b'Shintaro Abe'
Q318226	b'Stefano Fiore'
Q318249	b'Matthew Modine'
Q3182552	b'Declan Donnelly'
Q3182563	b'John Tansey'
Q318261	b'Lon Chaney Jr.'
Q318263	b'Michael Redgrave'
Q3182815	b'John Loder, 2nd Baron Wakehurst'
Q318290	b'Olli Dittrich'
Q318294	b'Federico Laredo Br\xc3\xba'
Q3182985	b'Johnny Walker (actor)'
Q318304	b'Ricardo Bochini'
Q318320	b'Joop den Uyl'
Q3183230	b'Jon Robin Baitz'
Q318334	b'Dries van Agt'
Q318337	b'Abel-Fran\xc3\xa7ois Villemain'
Q3183404	b'Jonathan Lambert (actor)'
Q318347	b'Sigismund of Burgundy'
Q318362	b'Johan de Witt'
Q318372	b'Joseph Paxton'
Q318383	b'Bryan Ruiz'
Q3183872	b'Jorge Masetti'
Q318391	b'Abel Bonnard'
Q318437	b'Bora Milutinovi\xc4\x87'
Q318458	b'Nguy\xe1\xbb\x85n Ph\xc3\xba Tr\xe1\xbb\x8dng'
Q318461	b'Vasil Levski'
Q318462	b'Edward Bulwer-Lytton'
Q3184697	b'Joseph Caillot'
Q318471	b'Nigel Farage'
Q318484	b'Abel Prieto'
Q318509	b'Henry Rollins'
Q318533	b'Samuel Holm\xc3\xa9n'
Q3185909	b'Josephine Brawley Hughes'
Q318607	b'Richard Crenna'
Q3186159	b'Jose Antonio Canales Rivera'
Q318622	b'Martin Bucer'
Q318703	b'Edmund Randolph'
Q3187222	b'Joyce Brothers'
Q318734	b'Claude Rains'
Q31873	b'Agust\xc3\xadn Sauto Arana'
Q31877	b'Our Lady of Guadalupe'
Q318780	b'Younis Mahmoud'
Q3187976	b'Judith Allen'
Q3188034	b'Judy Carne'
Q3189025	b'Jeanne Julia Bartet'
Q3189043	b'Julia Faye'
Q3189071	b'Julian Alaphilippe'
Q3189086	b'Julian Dicks'
Q318912	b'Eric the Victorious'
Q31893	b'Marc Planus'
Q318991	b'Gad Elmaleh'
Q319079	b'Bob Dole'
Q319084	b'Al Franken'
Q319099	b'Michael Dukakis'
Q319111	b'Chris Dodd'
Q319129	b'Barry Goldwater'
Q319133	b'Chaim Topol'
Q319153	b'Hassan Sheikh Mohamud'
Q319196	b'China Mi\xc3\xa9ville'
Q31919	b'Vitali Klitschko'
Q3192216	b'Kalki Koechlin'
Q31923	b'Bahman Ghobadi'
Q319257	b'Hans van Breukelen'
Q3192675	b'Kanishtha Dhankar'
Q3192687	b'Kanj\xc5\xabr\xc5\x8d Arashi'
Q3193130	b'Karen Steele'
Q319370	b'Giuseppe Govone'
Q3194150	b'Katie Boland'
Q319491	b'Shahid Kapoor'
Q319497	b'Sergey Sobyanin'
Q3195338	b'Kenza Braiga'
Q319533	b'Ju\xc5\xa1 Kozak'
Q319547	b'Walter Veltroni'
Q319553	b'Nicky Hayden'
Q319630	b'Henry Clay'
Q3196447	b"Kiehl's"
Q319669	b'Rama III'
Q319678	b'Theodoros Kolokotronis'
Q3196887	b'Marc Trestman'
Q31970	b'Brenda Strong'
Q319725	b'Lou Diamond Phillips'
Q31972	b'Fahid Ben Khalfallah'
Q319764	b'Archduke Joseph, Palatine of Hungary'
Q319810	b'Jonathan Walters'
Q319867	b'Edmund Muskie'
Q319950	b'Sergio Osme\xc3\xb1a'
Q319962	b'Milan Rastislav \xc5\xa0tef\xc3\xa1nik'
Q3199788	b'Kristin Nelson'
Q320003	b'Ralph Krueger'
Q320014	b'Abraham Kuyper'
Q320025	b'Brian Grazer'
Q320061	b'Thomas E. Dewey'
Q320097	b'Taksin'
Q320100	b'Kaysone Phomvihane'
Q3201022	b'Ky\xc5\x8dko Kagawa'
Q320115	b'Dev Anand'
Q320116	b'Pawe\xc5\x82 Finder'
Q320144	b'J\xc3\xb3zsef Gera'
Q320168	b'Abgar V'
Q320190	b'Trey Songz'
Q320224	b'Nicky Byrne'
Q32024	b'Sergey Shoygu'
Q320286	b'Simon Fraser, 11th Lord Lovat'
Q320371	b'Antipope Clement VII'
Q32045	b'Liam Hemsworth'
Q320651	b'Gabriel Macht'
Q3207366	b'La Chunga'
Q320768	b'Henry Labouchere, 1st Baron Taunton'
Q320791	b'Jaroslav Bo\xc5\x99ita of Martinice'
Q3208122	b'Wilson Barrett'
Q320813	b'Abi Ofarim'
Q320883	b'Joe Pass'
Q3209226	b'Alberto Lionello'
Q320922	b'Sidney Sonnino'
Q320944	b'Sigi Schmid'
Q320	b'Michelle Bachelet'
Q321072	b'John George Nicolay'
Q321086	b'Jos\xc3\xa9 Arce'
Q321131	b'Abigail Spencer'
Q321149	b'Freddy Heineken'
Q321160	b'Willy Alberti'
Q321199	b'William Wellesley-Pole, 3rd Earl of Mornington'
Q321212	b'Robert Dh\xc3\xa9ry'
Q321228	b'Fuzzy Vandivier'
Q321243	b'Gennadi Gerasimov'
Q321275	b'J\xc3\xb3n Sigur\xc3\xb0sson'
Q321290	b'Willem Scholten'
Q321330	b'Mile Jedinak'
Q321365	b'Otar Iosseliani'
Q321386	b'Mariano Ega\xc3\xb1a'
Q321457	b'Jim McDermott'
Q321538	b'Christen Berg'
Q321720	b'Aylmer Hunter-Weston'
Q321747	b'Charles de Salaberry'
Q321765	b'John Hely-Hutchinson, 2nd Earl of Donoughmore'
Q3218073	b'Larry Kert'
Q321887	b'Artemas Ward'
Q3218948	b'Laurence Trimble'
Q321909	b'Philippe de La Mothe-Houdancourt'
Q321934	b'Ram\xc3\xb3n Maximiliano Vald\xc3\xa9s'
Q3219443	b'Laurent Petitgand'
Q321981	b"Charles Marie de Beaumont d'Autichamp"
Q322082	b'Jean Fran\xc3\xa7ois Aim\xc3\xa9 Dejean'
Q322179	b'Wallace Beery'
Q322227	b'Pedro Antonio D\xc3\xadaz'
Q322234	b'Federico Boyd'
Q322239	b'Belisario Porras Barahona'
Q322378	b'Sverre Holm'
Q322549	b'Veikko Aleksanteri Heiskanen'
Q3228613	b'Lea DeLaria'
Q322897	b'Behi\xc3\xa7 Erkin'
Q3229507	b'Lenore Ulric'
Q322969	b'Bobby Roode'
Q323046	b'Jeffrey Schlupp'
Q323070	b'Murat Didin'
Q323076	b'Shawn Levy'
Q323105	b'Yury Morozov (footballer)'
Q323226	b'Cesare Maestri'
Q323358	b'Pablo Contreras'
Q32337	b'Lita Grey'
Q323404	b'Jan Pietrzak'
Q323452	b'Bernard Lee'
Q323488	b'Roy Jenkins'
Q323508	b'Gordon R. England'
Q323610	b'Stephen Van Rensselaer'
Q3236785	b'Lester Cuneo'
Q323682	b'William Fargo'
Q3237660	b'Lian Lunson'
Q323773	b'Lord Charles Beresford'
Q3238414	b'Christian Finnegan'
Q323990	b'Graham Payn'
Q3239	b'James K. Gibson'
Q324031	b'Francis Amasa Walker'
Q3240900	b'Lilian Fontaine'
Q3241349	b'Linda Kaye Henning'
